"","Filename","PrecedingPhone","PhoneLabel","FollowingPhone","StartingPoint","PhoneDuration","PitchMaxInPhone","SyllLabel","SyllDuration","WordLabel","WordDuration","IsVowel","...13","gender","level_id","PrimaryStress","SecondaryStress","SyllCV"
"222","24473_ea4","2_V","3_lVr","1_wV",38.468,0.226,"148","3_3",0.226,"similar",0.545,"yes",NA,"Male",3,1,0,"CVC"
"223","24473_ea4","3_lVr","1_wV","1_θ",38.694,0.204,"108","1_1",0.294,"with",0.294,"yes",NA,"Male",3,1,0,"CVC"
"224","24473_ea4","S","1_V","1_s",40.728,0.266,"100","1_1",0.369,"as",0.369,"yes",NA,"Male",3,1,0,"VC"
"225","24473_ea4","S","1_d_vot","1_V",41.843,0.024,"--undefined--","1_4",0.054,"developing",0.56,"no",NA,"Male",3,NA,NA,NA
"226","24473_ea4","1_V","2_v","2_Vl",41.897,0.046,"117","2_4",0.169,"developing",0.56,"no",NA,"Male",3,NA,NA,NA
"227","24473_ea4","2_Vl","3_V","4_cd",42.066,0.068,"127","3_4",0.068,"developing",0.56,"yes",NA,"Male",3,NA,NA,NA
"228","24473_ea4","3_V","4_cd","4_p_vot",42.134,0.08,"118","4_4",0.268,"developing",0.56,"no",NA,"Male",3,NA,NA,NA
"229","24473_ea4","4_ŋ","1_V","1_n",42.403,0.069,"115","1_3",0.118,"industry",0.729,"yes",NA,"Male",3,NA,NA,NA
"230","24473_ea4","1_n","2_d","2_V",42.521,0.023,"110","2_3",0.186,"industry",0.729,"no",NA,"Male",3,NA,NA,NA
"231","24473_ea4","2_s","3_t","3_rV",42.707,0.117,"--undefined--","3_3",0.425,"industry",0.729,"no",NA,"Male",3,NA,NA,NA
"232","24473_ea4","S","1_b_vot","1_V",46.009,0.017,"121","1_2",0.058,"because*",0.779,"no",NA,"Male",3,NA,NA,NA
"233","24473_ea4","1_V","2_cd","2_k_vot",46.068,0.073,"--undefined--","2_2",0.72,"because*",0.779,"no",NA,"Male",3,NA,NA,NA
"234","24473_ea4","S","1_t_vot","1_V",55.102,0.035,"128","1_1",0.217,"take",0.217,"no",NA,"Male",3,1,0,"CVVC"
"235","24473_ea4","1_k","1_k_vot","1_Vr",55.387,0.091,"138","1_1",0.566,"care:",0.566,"no",NA,"Male",3,NA,NA,NA
"236","24473_ea4","1_f","1_k_vot","1_V",57.071,0.111,"--undefined--","1_1",0.518,"kid",0.518,"no",NA,"Male",3,NA,NA,NA
"237","24473_ea4","S","1_V","1_n",58.223,0.227,"106","1_1",0.766,"and:*",0.766,"yes",NA,"Male",3,NA,NA,NA
"238","24473_ea4","1_d","1_V","2_ʤ",59.089,0.123,"108","1_3",0.123,"educate",0.943,"yes",NA,"Male",3,NA,NA,NA
"239","24473_ea4","1_V","2_ʤ","3_cd",59.212,0.075,"104","2_3",0.075,"educate",0.943,"no",NA,"Male",3,NA,NA,NA
"240","24473_ea4","2_ʤ","3_cd","3_k_vot",59.288,0.054,"--undefined--","3_3",0.744,"educate",0.943,"no",NA,"Male",3,NA,NA,NA
"241","24473_ea4","S","1_ð","1_Vr",60.255,0.024,"--undefined--","1_1",0.283,"their",0.283,"no",NA,"Male",3,1,0,"CVC"
"242","24473_ea4","FP","1_d_vot","1_V",64.148,0.028,"--undefined--","1_1",0.428,"do",0.428,"no",NA,"Male",3,1,0,"CV"
"243","24473_ea4","S","1_h","1_Vw",64.878,0.102,"127","1_2",0.353,"housewife",0.979,"no",NA,"Male",3,NA,NA,NA
"244","24473_ea4","1_s","2_wVV","2_f",65.23,0.378,"124","2_2",0.626,"housewife",0.979,"yes",NA,"Male",3,NA,NA,NA
"245","24473_ea4","S","1_wVr","1_k",72.054,0.189,"112","1_1",0.31,"work",0.31,"yes",NA,"Male",3,1,0,"CVCC"
"246","24473_ea4","FP","1_ð","1_Vr",76.747,0.029,"--undefined--","1_1",0.188,"there",0.188,"no",NA,"Male",3,1,0,"CVC"
"247","24473_ea4","M","1_d","1_V",92.345,0.03,"--undefined--","1_3",0.09,"different",0.481,"no",NA,"Male",3,1,0,"CV"
"248","24473_ea4","1_V","2_f","2_V",92.435,0.081,"150","2_3",0.136,"different",0.481,"no",NA,"Male",3,1,0,"CV"
"249","24473_ea4","2_V","3_rV","3_n",92.571,0.092,"146","3_3",0.255,"different",0.481,"yes",NA,"Male",3,1,0,"CVCC"
"250","24473_ea4","3_t","1_θ","1_V",95.02,0.027,"112","1_1",0.21,"thing",0.21,"no",NA,"Male",3,1,0,"CVC"
"251","24473_ea4","FP","1_p_vot","1_V",101.835,0.053,"136","1_2",0.17,"parents",0.851,"no",NA,"Male",3,1,0,"CV"
"252","24473_ea4","1_V","2_rV","2_n",102.005,0.155,"132","2_2",0.681,"parents",0.851,"yes",NA,"Male",3,1,0,"CVC"
"253","24473_ea4","S","1_jV","2_V",103.44,0.13,"105","1_2",0.13,"U.S.:",0.948,"yes",NA,"Male",3,NA,NA,NA
"254","24473_ea4","1_jV","2_V","2_s",103.57,0.161,"107","2_2",0.818,"U.S.:",0.948,"yes",NA,"Male",3,NA,NA,NA
"255","24473_ea4","FP","1_b_vot","1_VV",105.032,0.017,"112","1_1",0.3,"baby*",0.3,"no",NA,"Male",3,NA,NA,NA
"256","24473_ea4","S","1_b_vot","1_V",105.999,0.019,"118","1_4",0.153,"baby-sitter",0.859,"no",NA,"Male",3,NA,NA,NA
"257","24473_ea4","1_V","2_b_vot","2_V",106.152,0.04,"105","2_4",0.101,"baby-sitter",0.859,"no",NA,"Male",3,NA,NA,NA
"258","24473_ea4","2_V","3_s","3_V",106.253,0.094,"103","3_4",0.169,"baby-sitter",0.859,"no",NA,"Male",3,NA,NA,NA
"259","24473_ea4","3_V","4_cd","4_t_vot",106.423,0.071,"--undefined--","4_4",0.435,"baby-sitter",0.859,"no",NA,"Male",3,NA,NA,NA
"260","24473_ea4","1_n","1_jV","1_s",112.519,0.246,"110","1_1",0.429,"use",0.429,"yes",NA,"Male",3,1,0,"CVC"
"261","24473_ea4","4_V","1_wVl","S",113.641,0.543,"104","1_1",0.543,"well",0.543,"yes",NA,"Male",3,NA,NA,NA
"262","24473_ea4","S","1_jV","1_t",114.892,0.385,"102","1_1",0.614,"yet",0.614,"yes",NA,"Male",3,NA,NA,NA
"263","24473_ea4","FP","1_b_vot","1_V",116.997,0.014,"120","1_2",0.058,"because",0.816,"no",NA,"Male",3,2,0,"CV"
"264","24473_ea4","1_V","2_cd","2_k_vot",117.054,0.054,"110","2_2",0.758,"because",0.816,"no",NA,"Male",3,2,0,"CVC"
